cc_id,kr_material_id,ec_facet_id,ec_material_id,kr_matches_ec_material,ec_primary_texture_id,ec_layer_texture_ids,ec_layer_repetitions,notes
1095,30,1095,,,,,,ec_facet_id_has_no_terrain_material
1096,30,1096,,,,,,ec_facet_id_has_no_terrain_material
1097,30,1097,,,,,,ec_facet_id_has_no_terrain_material
1098,31,1098,2031,false,2000310,2000310|2000311|1000003,4.000000|4.000000|16.000000,different_material_route
1099,31,1099,,,,,,ec_facet_id_has_no_terrain_material
1100,31,1100,,,,,,ec_facet_id_has_no_terrain_material
1101,31,1101,,,,,,ec_facet_id_has_no_terrain_material
1102,32,1102,32,true,2000320,2000320|2000321|1000003,4.000000|4.000000|16.000000,
1103,32,1103,,,,,,ec_facet_id_has_no_terrain_material
1104,32,1104,,,,,,ec_facet_id_has_no_terrain_material
1105,32,,,,,,,
1106,33,1106,33,true,2000330,2000330|2000331|1000003,4.000000|4.000000|16.000000,
1107,33,,,,,,,
1108,33,1108,,,,,,ec_facet_id_has_no_terrain_material
1109,33,1109,,,,,,ec_facet_id_has_no_terrain_material
1110,30,1110,,,,,,ec_facet_id_has_no_terrain_material
1111,30,1111,,,,,,ec_facet_id_has_no_terrain_material
1112,30,1112,,,,,,ec_facet_id_has_no_terrain_material
1113,30,1113,,,,,,ec_facet_id_has_no_terrain_material
1114,30,1114,,,,,,ec_facet_id_has_no_terrain_material
1115,30,1115,,,,,,ec_facet_id_has_no_terrain_material
1116,30,1116,,,,,,ec_facet_id_has_no_terrain_material
1117,30,1117,,,,,,ec_facet_id_has_no_terrain_material
1118,30,1118,,,,,,ec_facet_id_has_no_terrain_material
1119,30,1119,,,,,,ec_facet_id_has_no_terrain_material
1120,30,1120,,,,,,ec_facet_id_has_no_terrain_material
1121,30,1121,,,,,,ec_facet_id_has_no_terrain_material
1122,30,1122,,,,,,ec_facet_id_has_no_terrain_material
1123,30,1123,,,,,,ec_facet_id_has_no_terrain_material
1124,30,1124,,,,,,ec_facet_id_has_no_terrain_material
1125,30,1125,,,,,,ec_facet_id_has_no_terrain_material
1126,30,1126,,,,,,ec_facet_id_has_no_terrain_material
1127,30,1127,,,,,,ec_facet_id_has_no_terrain_material
1128,30,1128,,,,,,ec_facet_id_has_no_terrain_material
1129,30,1129,,,,,,ec_facet_id_has_no_terrain_material
1130,30,1130,,,,,,ec_facet_id_has_no_terrain_material
1132,30,1132,,,,,,ec_facet_id_has_no_terrain_material
1133,30,1133,,,,,,ec_facet_id_has_no_terrain_material
1134,30,1134,,,,,,ec_facet_id_has_no_terrain_material
1135,30,1135,,,,,,ec_facet_id_has_no_terrain_material
1136,30,1136,,,,,,ec_facet_id_has_no_terrain_material
1137,30,1137,,,,,,ec_facet_id_has_no_terrain_material
1138,30,1138,,,,,,ec_facet_id_has_no_terrain_material
1139,30,1139,,,,,,ec_facet_id_has_no_terrain_material
1140,30,1140,,,,,,ec_facet_id_has_no_terrain_material
1141,30,1141,,,,,,ec_facet_id_has_no_terrain_material
1142,30,1142,,,,,,ec_facet_id_has_no_terrain_material
1143,30,1143,,,,,,ec_facet_id_has_no_terrain_material
1144,30,1144,,,,,,ec_facet_id_has_no_terrain_material
1145,30,1145,,,,,,ec_facet_id_has_no_terrain_material
1146,34,1146,34,true,2000340,2000340|2000341|1000003,4.000000|4.000000|16.000000,
1147,34,1147,,,,,,ec_facet_id_has_no_terrain_material
1148,34,1148,,,,,,ec_facet_id_has_no_terrain_material
1149,34,1149,,,,,,ec_facet_id_has_no_terrain_material
1150,35,1150,35,true,2000350,2000350|2000351|1000003,4.000000|4.000000|16.000000,
1151,35,1151,,,,,,ec_facet_id_has_no_terrain_material
1152,36,1152,2036,false,5000360,5000360|5000361|1000003,4.000000|4.000000|16.000000,different_material_route
1153,36,1153,,,,,,ec_facet_id_has_no_terrain_material
1154,36,1154,,,,,,ec_facet_id_has_no_terrain_material
1155,36,1155,,,,,,ec_facet_id_has_no_terrain_material
1156,35,1156,,,,,,ec_facet_id_has_no_terrain_material
1157,35,1157,,,,,,ec_facet_id_has_no_terrain_material
1158,37,1158,37,true,1299,1299|1300|1000003,2.500000|2.500000|16.000000,
1159,37,1159,,,,,,ec_facet_id_has_no_terrain_material
1160,37,1160,,,,,,ec_facet_id_has_no_terrain_material
1161,37,1161,,,,,,ec_facet_id_has_no_terrain_material
1162,104,1162,104,true,2001040,2001040|2001041|1000003,1.000000|1.000000|8.000000,
1163,105,1163,105,true,2001050,2001050|2001051|1000003,1.000000|1.000000|8.000000,
1164,106,1164,106,true,2001060,2001060|2001061|1000003,1.000000|1.000000|8.000000,
1165,107,1165,107,true,2001070,2001070|2001071|1000003,1.000000|1.000000|8.000000,
1166,108,1166,108,true,2001080,2001080|2001081|1000003,1.000000|1.000000|8.000000,
1167,38,1167,38,true,2000380,2000380|2000381|1000003,4.000000|4.000000|16.000000,
1168,38,1168,,,,,,ec_facet_id_has_no_terrain_material
1169,38,1169,,,,,,ec_facet_id_has_no_terrain_material
1170,38,1170,,,,,,ec_facet_id_has_no_terrain_material
1171,39,1171,39,true,2000390,2000390|2000391|1000003,4.000000|4.000000|16.000000,
1172,39,1172,,,,,,ec_facet_id_has_no_terrain_material
1173,39,1173,,,,,,ec_facet_id_has_no_terrain_material
1174,39,1174,,,,,,ec_facet_id_has_no_terrain_material
1203,109,1203,,,,,,ec_facet_id_has_no_terrain_material
1204,110,1204,,,,,,ec_facet_id_has_no_terrain_material
1205,111,1205,,,,,,ec_facet_id_has_no_terrain_material
1206,112,1206,,,,,,ec_facet_id_has_no_terrain_material
1207,113,1207,,,,,,ec_facet_id_has_no_terrain_material
1208,114,1208,,,,,,ec_facet_id_has_no_terrain_material
1209,115,1209,,,,,,ec_facet_id_has_no_terrain_material
1210,116,1210,,,,,,ec_facet_id_has_no_terrain_material
1211,117,1211,,,,,,ec_facet_id_has_no_terrain_material
1212,119,1212,,,,,,ec_facet_id_has_no_terrain_material
1213,120,1213,,,,,,ec_facet_id_has_no_terrain_material
1214,121,1214,,,,,,ec_facet_id_has_no_terrain_material
1215,122,1215,,,,,,ec_facet_id_has_no_terrain_material
1216,123,1216,,,,,,ec_facet_id_has_no_terrain_material
1217,124,1217,,,,,,ec_facet_id_has_no_terrain_material
1218,125,1218,,,,,,ec_facet_id_has_no_terrain_material
1219,126,1219,,,,,,ec_facet_id_has_no_terrain_material
1220,127,1220,,,,,,ec_facet_id_has_no_terrain_material
1221,118,1221,,,,,,ec_facet_id_has_no_terrain_material
1222,128,1222,,,,,,ec_facet_id_has_no_terrain_material
1229,0,1229,,,,,,ec_facet_id_has_no_terrain_material
1257,41,1257,41,true,2000410,2000410|2000411|1000003,2.000000|2.000000|16.000000,
1258,41,1258,,,,,,ec_facet_id_has_no_terrain_material
1259,42,1259,42,true,2000420,2000420|2000421|1000003,4.000000|4.000000|16.000000,
1260,42,1260,,,,,,ec_facet_id_has_no_terrain_material
1261,42,1261,,,,,,ec_facet_id_has_no_terrain_material
1262,42,1262,,,,,,ec_facet_id_has_no_terrain_material
1263,43,1263,43,true,2000430,2000430|2000431|1000003,4.000000|4.000000|16.000000,
1264,43,1264,,,,,,ec_facet_id_has_no_terrain_material
1265,43,1265,,,,,,ec_facet_id_has_no_terrain_material
1266,43,1266,,,,,,ec_facet_id_has_no_terrain_material
1293,160,1293,160,true,2000330,2000330|2000331|1000003,5.000000|5.000000|16.000000,
1294,161,1294,161,true,2000320,2000320|2000321|1000003,5.000000|5.000000|16.000000,
1295,162,1295,162,true,2000330,2000330|2000331|1000003,5.000000|5.000000|16.000000,
1296,163,1296,163,true,2000320,2000320|2000321|1000003,5.000000|5.000000|16.000000,
1351,2,1351,,,,,,ec_facet_id_has_no_terrain_material
1352,2,1352,,,,,,ec_facet_id_has_no_terrain_material
1353,2,1353,,,,,,ec_facet_id_has_no_terrain_material
1354,2,1354,,,,,,ec_facet_id_has_no_terrain_material
1355,2,1355,,,,,,ec_facet_id_has_no_terrain_material
1356,2,1356,,,,,,ec_facet_id_has_no_terrain_material
1357,2,1357,,,,,,ec_facet_id_has_no_terrain_material
1358,2,1358,,,,,,ec_facet_id_has_no_terrain_material
1359,4,1359,,,,,,ec_facet_id_has_no_terrain_material
1360,4,1360,,,,,,ec_facet_id_has_no_terrain_material
1361,4,1361,,,,,,ec_facet_id_has_no_terrain_material
1362,4,1362,,,,,,ec_facet_id_has_no_terrain_material
1363,2,1363,,,,,,ec_facet_id_has_no_terrain_material
1364,2,1364,,,,,,ec_facet_id_has_no_terrain_material
1365,2,1365,,,,,,ec_facet_id_has_no_terrain_material
1366,2,1366,,,,,,ec_facet_id_has_no_terrain_material
1402,1,1402,,,,,,ec_facet_id_has_no_terrain_material
1403,,1403,,,,,,ec_facet_id_has_no_terrain_material
1405,1,1405,,,,,,ec_facet_id_has_no_terrain_material
1406,1,1406,,,,,,ec_facet_id_has_no_terrain_material
1407,1,1407,,,,,,ec_facet_id_has_no_terrain_material
1409,3,1409,,,,,,ec_facet_id_has_no_terrain_material
1410,3,1410,,,,,,ec_facet_id_has_no_terrain_material
1411,3,1411,,,,,,ec_facet_id_has_no_terrain_material
1412,3,1412,,,,,,ec_facet_id_has_no_terrain_material
1413,3,1413,,,,,,ec_facet_id_has_no_terrain_material
1415,3,1415,,,,,,ec_facet_id_has_no_terrain_material
1416,3,1416,,,,,,ec_facet_id_has_no_terrain_material
1417,1,1417,,,,,,ec_facet_id_has_no_terrain_material
1418,1,1418,,,,,,ec_facet_id_has_no_terrain_material
1419,1,1419,,,,,,ec_facet_id_has_no_terrain_material
1420,,1420,,,,,,ec_facet_id_has_no_terrain_material
1421,3,1421,,,,,,ec_facet_id_has_no_terrain_material
1422,3,1422,,,,,,ec_facet_id_has_no_terrain_material
1423,3,1423,,,,,,ec_facet_id_has_no_terrain_material
1424,3,1424,,,,,,ec_facet_id_has_no_terrain_material
1431,2,1431,,,,,,ec_facet_id_has_no_terrain_material
1433,2,1433,,,,,,ec_facet_id_has_no_terrain_material
1434,2,1434,,,,,,ec_facet_id_has_no_terrain_material
1435,2,1435,,,,,,ec_facet_id_has_no_terrain_material
1436,2,1436,,,,,,ec_facet_id_has_no_terrain_material
1438,2,1438,,,,,,ec_facet_id_has_no_terrain_material
1439,3,1439,,,,,,ec_facet_id_has_no_terrain_material
1441,3,1441,,,,,,ec_facet_id_has_no_terrain_material
1442,3,1442,,,,,,ec_facet_id_has_no_terrain_material
1446,3,1446,,,,,,ec_facet_id_has_no_terrain_material
1522,4,1522,,,,,,ec_facet_id_has_no_terrain_material
1523,4,1523,,,,,,ec_facet_id_has_no_terrain_material
1524,4,1524,,,,,,ec_facet_id_has_no_terrain_material
1525,3,1525,,,,,,ec_facet_id_has_no_terrain_material
1526,3,1526,,,,,,ec_facet_id_has_no_terrain_material
1527,,1527,,,,,,ec_facet_id_has_no_terrain_material
1528,3,1528,,,,,,ec_facet_id_has_no_terrain_material
1530,4,1530,,,,,,ec_facet_id_has_no_terrain_material
1531,4,1531,,,,,,ec_facet_id_has_no_terrain_material
1539,,1539,,,,,,ec_facet_id_has_no_terrain_material
1541,,1541,,,,,,ec_facet_id_has_no_terrain_material
1546,3,1546,,,,,,ec_facet_id_has_no_terrain_material
1548,3,1548,,,,,,ec_facet_id_has_no_terrain_material
1549,3,1549,,,,,,ec_facet_id_has_no_terrain_material
1553,4,1553,,,,,,ec_facet_id_has_no_terrain_material
1557,3,1557,,,,,,ec_facet_id_has_no_terrain_material
1558,3,1558,,,,,,ec_facet_id_has_no_terrain_material
1560,3,1560,,,,,,ec_facet_id_has_no_terrain_material
1571,2,1571,,,,,,ec_facet_id_has_no_terrain_material
1572,2,1572,,,,,,ec_facet_id_has_no_terrain_material
1573,2,1573,,,,,,ec_facet_id_has_no_terrain_material
1574,2,1574,,,,,,ec_facet_id_has_no_terrain_material
1575,2,1575,,,,,,ec_facet_id_has_no_terrain_material
1577,2,1577,,,,,,ec_facet_id_has_no_terrain_material
1578,2,1578,,,,,,ec_facet_id_has_no_terrain_material
1579,2,1579,,,,,,ec_facet_id_has_no_terrain_material
1580,2,1580,,,,,,ec_facet_id_has_no_terrain_material
1581,2,1581,,,,,,ec_facet_id_has_no_terrain_material
1583,2,1583,,,,,,ec_facet_id_has_no_terrain_material
1584,2,1584,,,,,,ec_facet_id_has_no_terrain_material
1585,2,1585,,,,,,ec_facet_id_has_no_terrain_material
1587,2,1587,,,,,,ec_facet_id_has_no_terrain_material
1588,2,1588,,,,,,ec_facet_id_has_no_terrain_material
1589,2,1589,,,,,,ec_facet_id_has_no_terrain_material
1591,2,1591,,,,,,ec_facet_id_has_no_terrain_material
1592,2,1592,,,,,,ec_facet_id_has_no_terrain_material
1593,2,1593,,,,,,ec_facet_id_has_no_terrain_material
1594,2,1594,,,,,,ec_facet_id_has_no_terrain_material
1595,13,1595,,,,,,ec_facet_id_has_no_terrain_material
1596,13,1596,,,,,,ec_facet_id_has_no_terrain_material
1597,13,1597,,,,,,ec_facet_id_has_no_terrain_material
1598,13,1598,,,,,,ec_facet_id_has_no_terrain_material
1611,7,1611,,,,,,ec_facet_id_has_no_terrain_material
1612,7,1612,,,,,,ec_facet_id_has_no_terrain_material
1613,7,1613,,,,,,ec_facet_id_has_no_terrain_material
1616,7,1616,,,,,,ec_facet_id_has_no_terrain_material
1618,7,1618,,,,,,ec_facet_id_has_no_terrain_material
1619,4,1619,,,,,,ec_facet_id_has_no_terrain_material
1621,4,1621,,,,,,ec_facet_id_has_no_terrain_material
1625,7,1625,,,,,,ec_facet_id_has_no_terrain_material
1661,,1661,,,,,,ec_facet_id_has_no_terrain_material
1662,,1662,,,,,,ec_facet_id_has_no_terrain_material
1663,,1663,,,,,,ec_facet_id_has_no_terrain_material
1664,1,1664,,,,,,ec_facet_id_has_no_terrain_material
1665,,1665,,,,,,ec_facet_id_has_no_terrain_material
1666,,1666,,,,,,ec_facet_id_has_no_terrain_material
1667,,1667,,,,,,ec_facet_id_has_no_terrain_material
1668,,1668,,,,,,ec_facet_id_has_no_terrain_material
1669,,1669,,,,,,ec_facet_id_has_no_terrain_material
1670,9,1670,,,,,,ec_facet_id_has_no_terrain_material
1671,,1671,,,,,,ec_facet_id_has_no_terrain_material
1672,,1672,,,,,,ec_facet_id_has_no_terrain_material
1684,,1684,,,,,,ec_facet_id_has_no_terrain_material
1711,4,1711,,,,,,ec_facet_id_has_no_terrain_material
1712,4,1712,,,,,,ec_facet_id_has_no_terrain_material
1713,4,1713,,,,,,ec_facet_id_has_no_terrain_material
1714,4,1714,,,,,,ec_facet_id_has_no_terrain_material
1715,4,1715,,,,,,ec_facet_id_has_no_terrain_material
1716,4,1716,,,,,,ec_facet_id_has_no_terrain_material
1717,1,1717,,,,,,ec_facet_id_has_no_terrain_material
1718,1,1718,,,,,,ec_facet_id_has_no_terrain_material
1719,1,1719,,,,,,ec_facet_id_has_no_terrain_material
1720,1,1720,,,,,,ec_facet_id_has_no_terrain_material
1721,1,1721,,,,,,ec_facet_id_has_no_terrain_material
1722,1,1722,,,,,,ec_facet_id_has_no_terrain_material
1723,4,1723,,,,,,ec_facet_id_has_no_terrain_material
1724,4,1724,,,,,,ec_facet_id_has_no_terrain_material
1725,4,1725,,,,,,ec_facet_id_has_no_terrain_material
1726,4,1726,,,,,,ec_facet_id_has_no_terrain_material
1727,1,1727,,,,,,ec_facet_id_has_no_terrain_material
1728,1,1728,,,,,,ec_facet_id_has_no_terrain_material
1729,1,1729,,,,,,ec_facet_id_has_no_terrain_material
1730,1,1730,,,,,,ec_facet_id_has_no_terrain_material
1741,6,1741,,,,,,ec_facet_id_has_no_terrain_material
1743,6,1743,,,,,,ec_facet_id_has_no_terrain_material
1744,6,1744,,,,,,ec_facet_id_has_no_terrain_material
1745,6,1745,,,,,,ec_facet_id_has_no_terrain_material
1746,1,1746,,,,,,ec_facet_id_has_no_terrain_material
1747,1,1747,,,,,,ec_facet_id_has_no_terrain_material
1748,1,1748,,,,,,ec_facet_id_has_no_terrain_material
1749,1,1749,,,,,,ec_facet_id_has_no_terrain_material
1750,1,1750,,,,,,ec_facet_id_has_no_terrain_material
1752,1,1752,,,,,,ec_facet_id_has_no_terrain_material
1753,1,1753,,,,,,ec_facet_id_has_no_terrain_material
1754,6,1754,,,,,,ec_facet_id_has_no_terrain_material
1755,6,1755,,,,,,ec_facet_id_has_no_terrain_material
1756,6,1756,,,,,,ec_facet_id_has_no_terrain_material
1757,6,1757,,,,,,ec_facet_id_has_no_terrain_material
1758,1,1758,,,,,,ec_facet_id_has_no_terrain_material
1759,1,1759,,,,,,ec_facet_id_has_no_terrain_material
1760,1,1760,,,,,,ec_facet_id_has_no_terrain_material
1761,1,1761,,,,,,ec_facet_id_has_no_terrain_material
1771,6,1771,,,,,,ec_facet_id_has_no_terrain_material
1772,6,1772,,,,,,ec_facet_id_has_no_terrain_material
1773,6,1773,,,,,,ec_facet_id_has_no_terrain_material
1774,6,1774,,,,,,ec_facet_id_has_no_terrain_material
1775,6,1775,,,,,,ec_facet_id_has_no_terrain_material
1777,6,1777,,,,,,ec_facet_id_has_no_terrain_material
1778,6,1778,,,,,,ec_facet_id_has_no_terrain_material
1779,2,1779,,,,,,ec_facet_id_has_no_terrain_material
1780,2,1780,,,,,,ec_facet_id_has_no_terrain_material
1781,2,1781,,,,,,ec_facet_id_has_no_terrain_material
1782,2,1782,,,,,,ec_facet_id_has_no_terrain_material
1783,2,1783,,,,,,ec_facet_id_has_no_terrain_material
1784,2,1784,,,,,,ec_facet_id_has_no_terrain_material
1785,2,1785,,,,,,ec_facet_id_has_no_terrain_material
1786,2,1786,,,,,,ec_facet_id_has_no_terrain_material
1787,6,1787,,,,,,ec_facet_id_has_no_terrain_material
1788,6,1788,,,,,,ec_facet_id_has_no_terrain_material
1789,6,1789,,,,,,ec_facet_id_has_no_terrain_material
1790,6,1790,,,,,,ec_facet_id_has_no_terrain_material
1801,4,1801,,,,,,ec_facet_id_has_no_terrain_material
1802,4,1802,,,,,,ec_facet_id_has_no_terrain_material
1803,4,1803,,,,,,ec_facet_id_has_no_terrain_material
1804,4,1804,,,,,,ec_facet_id_has_no_terrain_material
1807,6,1807,,,,,,ec_facet_id_has_no_terrain_material
1812,6,1812,,,,,,ec_facet_id_has_no_terrain_material
1813,4,1813,,,,,,ec_facet_id_has_no_terrain_material
1814,4,1814,,,,,,ec_facet_id_has_no_terrain_material
1815,4,1815,,,,,,ec_facet_id_has_no_terrain_material
1816,4,1816,,,,,,ec_facet_id_has_no_terrain_material
1817,4,1817,,,,,,ec_facet_id_has_no_terrain_material
1818,4,1818,,,,,,ec_facet_id_has_no_terrain_material
1819,4,1819,,,,,,ec_facet_id_has_no_terrain_material
1820,4,1820,,,,,,ec_facet_id_has_no_terrain_material
1821,6,1821,,,,,,ec_facet_id_has_no_terrain_material
1822,6,1822,,,,,,ec_facet_id_has_no_terrain_material
1823,6,1823,,,,,,ec_facet_id_has_no_terrain_material
1824,6,1824,,,,,,ec_facet_id_has_no_terrain_material
1851,6,1851,,,,,,ec_facet_id_has_no_terrain_material
1853,6,1853,,,,,,ec_facet_id_has_no_terrain_material
1854,6,1854,,,,,,ec_facet_id_has_no_terrain_material
1861,8,1861,,,,,,ec_facet_id_has_no_terrain_material
1863,8,1863,,,,,,ec_facet_id_has_no_terrain_material
1866,6,1866,,,,,,ec_facet_id_has_no_terrain_material
1873,8,1873,,,,,,ec_facet_id_has_no_terrain_material
1877,8,1877,,,,,,ec_facet_id_has_no_terrain_material
1879,8,1879,,,,,,ec_facet_id_has_no_terrain_material
1880,8,1880,,,,,,ec_facet_id_has_no_terrain_material
1883,6,1883,,,,,,ec_facet_id_has_no_terrain_material
1884,6,1884,,,,,,ec_facet_id_has_no_terrain_material
1885,8,1885,,,,,,ec_facet_id_has_no_terrain_material
1887,8,1887,,,,,,ec_facet_id_has_no_terrain_material
1888,8,1888,,,,,,ec_facet_id_has_no_terrain_material
1901,63,1901,,,,,,ec_facet_id_has_no_terrain_material
1902,64,1902,,,,,,ec_facet_id_has_no_terrain_material
1903,62,1903,,,,,,ec_facet_id_has_no_terrain_material
1904,62,1904,,,,,,ec_facet_id_has_no_terrain_material
1905,63,1905,,,,,,ec_facet_id_has_no_terrain_material
1906,63,1906,,,,,,ec_facet_id_has_no_terrain_material
1907,61,1907,,,,,,ec_facet_id_has_no_terrain_material
1911,58,1911,,,,,,ec_facet_id_has_no_terrain_material
1912,58,1912,,,,,,ec_facet_id_has_no_terrain_material
1913,58,1913,,,,,,ec_facet_id_has_no_terrain_material
1914,58,1914,,,,,,ec_facet_id_has_no_terrain_material
1915,60,1915,,,,,,ec_facet_id_has_no_terrain_material
1916,60,1916,,,,,,ec_facet_id_has_no_terrain_material
1917,60,1917,,,,,,ec_facet_id_has_no_terrain_material
1918,60,1918,,,,,,ec_facet_id_has_no_terrain_material
1919,59,1919,,,,,,ec_facet_id_has_no_terrain_material
1920,58,1920,,,,,,ec_facet_id_has_no_terrain_material
1921,59,1921,,,,,,ec_facet_id_has_no_terrain_material
1922,59,1922,,,,,,ec_facet_id_has_no_terrain_material
1923,60,1923,,,,,,ec_facet_id_has_no_terrain_material
1924,58,1924,,,,,,ec_facet_id_has_no_terrain_material
1925,60,1925,,,,,,ec_facet_id_has_no_terrain_material
1926,58,1926,,,,,,ec_facet_id_has_no_terrain_material
1927,60,1927,,,,,,ec_facet_id_has_no_terrain_material
1928,58,1928,,,,,,ec_facet_id_has_no_terrain_material
1929,58,1929,,,,,,ec_facet_id_has_no_terrain_material
1930,58,1930,,,,,,ec_facet_id_has_no_terrain_material
1931,58,1931,,,,,,ec_facet_id_has_no_terrain_material
1932,60,1932,,,,,,ec_facet_id_has_no_terrain_material
1933,60,1933,,,,,,ec_facet_id_has_no_terrain_material
1934,58,1934,,,,,,ec_facet_id_has_no_terrain_material
1935,60,1935,,,,,,ec_facet_id_has_no_terrain_material
1936,60,1936,,,,,,ec_facet_id_has_no_terrain_material
1937,58,1937,,,,,,ec_facet_id_has_no_terrain_material
1946,2,1946,,,,,,ec_facet_id_has_no_terrain_material
1948,2,1948,,,,,,ec_facet_id_has_no_terrain_material
1949,2,1949,,,,,,ec_facet_id_has_no_terrain_material
1950,2,1950,,,,,,ec_facet_id_has_no_terrain_material
1951,2,1951,,,,,,ec_facet_id_has_no_terrain_material
1952,2,1952,,,,,,ec_facet_id_has_no_terrain_material
1954,2,1954,,,,,,ec_facet_id_has_no_terrain_material
1955,2,1955,,,,,,ec_facet_id_has_no_terrain_material
1956,2,1956,,,,,,ec_facet_id_has_no_terrain_material
1957,2,1957,,,,,,ec_facet_id_has_no_terrain_material
1959,2,1959,,,,,,ec_facet_id_has_no_terrain_material
1960,2,1960,,,,,,ec_facet_id_has_no_terrain_material
1961,2,1961,,,,,,ec_facet_id_has_no_terrain_material
1962,9,1962,,,,,,ec_facet_id_has_no_terrain_material
1963,9,1963,,,,,,ec_facet_id_has_no_terrain_material
1964,9,1964,,,,,,ec_facet_id_has_no_terrain_material
1965,9,1965,,,,,,ec_facet_id_has_no_terrain_material
1967,2,1967,,,,,,ec_facet_id_has_no_terrain_material
1968,2,1968,,,,,,ec_facet_id_has_no_terrain_material
1969,2,1969,,,,,,ec_facet_id_has_no_terrain_material
1981,7,1981,,,,,,ec_facet_id_has_no_terrain_material
1982,7,1982,,,,,,ec_facet_id_has_no_terrain_material
1983,7,1983,,,,,,ec_facet_id_has_no_terrain_material
1984,7,1984,,,,,,ec_facet_id_has_no_terrain_material
1985,6,1985,,,,,,ec_facet_id_has_no_terrain_material
1986,6,1986,,,,,,ec_facet_id_has_no_terrain_material
1987,6,1987,,,,,,ec_facet_id_has_no_terrain_material
1988,6,1988,,,,,,ec_facet_id_has_no_terrain_material
1991,6,1991,,,,,,ec_facet_id_has_no_terrain_material
1992,6,1992,,,,,,ec_facet_id_has_no_terrain_material
1993,7,1993,,,,,,ec_facet_id_has_no_terrain_material
1994,7,1994,,,,,,ec_facet_id_has_no_terrain_material
1995,7,1995,,,,,,ec_facet_id_has_no_terrain_material
1996,7,1996,,,,,,ec_facet_id_has_no_terrain_material
1997,7,1997,,,,,,ec_facet_id_has_no_terrain_material
1998,7,1998,,,,,,ec_facet_id_has_no_terrain_material
2000,7,2000,,,,,,ec_facet_id_has_no_terrain_material
2001,6,2001,2001,false,5000011,5000010|5000011|1000003,10.000000|4.000000|32.000000,different_material_route
2002,6,2002,2002,false,5000020,5000020|5000021|1000003,5.000000|5.000000|16.000000,different_material_route
2003,6,2003,2003,false,5000030,5000030|5000031|1000003,5.000000|5.000000|16.000000,different_material_route
2004,6,2004,2004,false,5000040,5000040|5000041|1000003,4.000000|4.000000|16.000000,different_material_route
2028,44,2028,,,,,,ec_facet_id_has_no_terrain_material
2029,44,2029,,,,,,ec_facet_id_has_no_terrain_material
2030,44,2030,2030,false,2000300,2000300|2000301|1000003,4.000000|4.000000|16.000000,different_material_route
2031,44,2031,2031,false,2000310,2000310|2000311|1000003,4.000000|4.000000|16.000000,different_material_route
2032,44,2032,,,,,,ec_facet_id_has_no_terrain_material
2033,44,2033,,,,,,ec_facet_id_has_no_terrain_material
2100,45,2100,45,true,2000450,2000450|2000450|1000003,5.000000|5.000000|16.000000,
2101,45,2101,,,,,,ec_facet_id_has_no_terrain_material
2102,45,2102,,,,,,ec_facet_id_has_no_terrain_material
2103,45,2103,,,,,,ec_facet_id_has_no_terrain_material
2104,45,2104,,,,,,ec_facet_id_has_no_terrain_material
2105,45,2105,,,,,,ec_facet_id_has_no_terrain_material
2444,58,2444,,,,,,ec_facet_id_has_no_terrain_material
2445,58,2445,,,,,,ec_facet_id_has_no_terrain_material
2446,60,2446,,,,,,ec_facet_id_has_no_terrain_material
2447,60,2447,,,,,,ec_facet_id_has_no_terrain_material
2448,60,2448,,,,,,ec_facet_id_has_no_terrain_material
2449,60,2449,,,,,,ec_facet_id_has_no_terrain_material
2450,60,2450,,,,,,ec_facet_id_has_no_terrain_material
2451,60,2451,,,,,,ec_facet_id_has_no_terrain_material
2452,58,2452,,,,,,ec_facet_id_has_no_terrain_material
2453,46,2453,46,true,2000580,2000580|2000581|1000003,5.000000|5.000000|16.000000,
2454,58,2454,,,,,,ec_facet_id_has_no_terrain_material
2455,58,2455,,,,,,ec_facet_id_has_no_terrain_material
2456,58,2456,,,,,,ec_facet_id_has_no_terrain_material
2457,58,2457,,,,,,ec_facet_id_has_no_terrain_material
2458,60,2458,,,,,,ec_facet_id_has_no_terrain_material
2459,60,2459,,,,,,ec_facet_id_has_no_terrain_material
2460,60,2460,,,,,,ec_facet_id_has_no_terrain_material
2461,60,2461,,,,,,ec_facet_id_has_no_terrain_material
2462,58,2462,,,,,,ec_facet_id_has_no_terrain_material
2463,58,2463,,,,,,ec_facet_id_has_no_terrain_material
2476,58,2476,,,,,,ec_facet_id_has_no_terrain_material
2477,58,2477,,,,,,ec_facet_id_has_no_terrain_material
2478,60,2478,,,,,,ec_facet_id_has_no_terrain_material
2479,60,2479,,,,,,ec_facet_id_has_no_terrain_material
2480,60,2480,,,,,,ec_facet_id_has_no_terrain_material
2481,60,2481,,,,,,ec_facet_id_has_no_terrain_material
2482,60,2482,,,,,,ec_facet_id_has_no_terrain_material
2483,60,2483,,,,,,ec_facet_id_has_no_terrain_material
2484,58,2484,,,,,,ec_facet_id_has_no_terrain_material
2485,58,2485,,,,,,ec_facet_id_has_no_terrain_material
2486,58,2486,,,,,,ec_facet_id_has_no_terrain_material
2487,58,2487,,,,,,ec_facet_id_has_no_terrain_material
2488,58,2488,,,,,,ec_facet_id_has_no_terrain_material
2489,58,2489,,,,,,ec_facet_id_has_no_terrain_material
2490,60,2490,,,,,,ec_facet_id_has_no_terrain_material
2491,60,2491,,,,,,ec_facet_id_has_no_terrain_material
